,title,story,genre,genre_code
30,헌터 킬러,미 국방부는 격침당한 잠수함의 행방을 찾기 위해 헌터 킬러를 극비리에 투입시키고 캡틴 글래스제라드 버틀러는 배후에 숨겨진 음모가 있음을 알게 된다 한편 지상에서는 VIP가 납치되어 전세계는 초긴장 상태에 놓이게 되는데 일촉즉발 위기상황 VIP를 구출하라 단 한 척의 공격 잠수함 헌터 킬러와 최정예 특수부대 네이비 씰의 숨막히는 육해공 합동 작전이 펼쳐진다,액션,3
31,죽은 시인의 사회,1859년에 창립된 미국의 명문 웰튼 아카데미의 새학기 개강식이 학교 출신인 존 키팅 선생로빈 윌리엄스은 새 영어 교사로 부임한다첫 시간부터 키팅 선생은 카르페 디엠을 외치며 파격적인 수업방식으로 학생들에게 신선한 충격을 주는데  오 캡틴 마이 캡틴O Captain My Captain 닐로버트 숀 레오나드은 키팅 선생을 캡틴이라 부르며 따르게 되고죽은 시인의 사회라는 서클에 대한 이야기를 듣게 된다 닐과 그의 친구들은 엄격한 학교 규율을 어기고 서클에 참여하면서 키팅 선생을 통해 참된 인생이 무엇인지를 조금씩 느끼게 되는데 8월 내 인생의 캡틴을 만난다,드라마,0
32,아이 캔 스피크,온 동네를 휘저으며 무려 8천 건에 달하는 민원을 넣어 도깨비 할매라고 불리는 옥분 20여 년간 누구도 막을 수 없었던 그녀 앞에 원칙주의 9급 공무원 민재가 나타나면서 팽팽한 긴장감이 흐른다 민원 접수만큼이나 열심히 공부하던 영어가 좀처럼 늘지 않아 의기소침한 옥분은 원어민 수준의 영어를 구사하는 민재를 본 후 선생님이 되어 달라며 시간과 장소를 불문하고 부탁하기에 이른다 둘만의 특별한 거래를 통해 결코 어울리지 않을 것 같았던 두 사람의 영어 수업이 시작되고 함께하는 시간이 계속 될수록 서로를 이해하고 소통하게 되면서 친구이자 가족이 되어 간다 옥분이 영어 공부에 매달리는 이유가 내내 궁금하던 민재는 어느 날 그녀가 영어로 꼭 하고 싶은 말이 있다는 것을 알게 되는데,드라마,0
33,레옹,한 손엔 우유 2팩이 든 가방 다른 한 손엔 화분을 들고 뿌리 없이 떠도는 킬러 레옹은어느 날 옆집 소녀 마틸다의 일가족이 몰살 당하는 것을 목격한다그 사이 심부름을 갔다 돌아 온 마틸다는 가족들이 처참히 몰살 당하자 레옹에게 도움을 청한다가족의 원수를 갚기 위해 킬러가 되기로 결심한 12세 소녀 마틸다는레옹에게 글을 알려주는 대신 복수하는 법을 배우게 된다드디어 그녀는 가족을 죽인 사람이 부패 마약 경찰 스탠스임을 알게 되고그의 숙소로 향하게 되는데,범죄,6
34,동주,이름도 언어도 꿈도 모든 것이 허락되지 않았던 일제강점기 한 집에서 태어나고 자란 동갑내기 사촌지간 동주와 몽규 시인을 꿈꾸는 청년 동주에게 신념을 위해 거침없이 행동하는 청년 몽규는  가장 가까운 벗이면서도 넘기 힘든 산처럼 느껴진다  창씨개명을 강요하는 혼란스러운 나라를 떠나 일본 유학 길에 오른 두 사람  일본으로 건너간 뒤 몽규는 더욱 독립 운동에 매진하게 되고  절망적인 순간에도 시를 쓰며 시대의 비극을 아파하던 동주와의 갈등은 점점 깊어진다  어둠의 시대 평생을 함께 한 친구이자 영원한 라이벌이었던  윤동주와 송몽규의 끝나지 않은 이야기가 지금 시작된다,드라마,0
35,반지의 제왕: 왕의 귀환,모든 힘을 지배할 악의 군주 사우론의 절대반지가 깨어나고 악의 세력이 세상을 지배해가며 중간계는 대혼란에 처한다   호빗 프로도와 그의 친구들 엘프 레골라스 인간 전사 아라곤과 보로미르  드워프 김리 그리고 마법사 간달프로 구성된 반지원정대는  평화를 지키기 위해 절대반지를 파괴할 유일한 방법인  반지가 만들어진 모르도르를 향해 목숨을 건 여정을 떠난다  한편 점점 세력을 넓혀온 사우론과의 피할 수 없는 전쟁을 앞둔 반지원정대는 드디어 거대한 최후의 전쟁을 시작하는데,판타지,10
36,타이타닉,우연한 기회로 티켓을 구해 타이타닉호에 올라탄 자유로운 영혼을 가진 화가 잭레오나르도 디카프리오은 막강한 재력의 약혼자와 함께 1등실에 승선한 로즈케이트 윈슬렛에게 한 눈에 반한다 진실한 사랑을 꿈꾸던 로즈 또한 생애 처음 황홀한 감정에 휩싸이고 둘은 운명 같은 사랑에 빠지는데,멜로/로맨스,7
37,캐스트 어웨이,세상에서 가장 바쁜 사람인양 전세계를 돌아다니며 시간에 얽매여 살아가는 남자 척 놀랜드톰 행크스 분 페덱스의 직원인 그는 여자친구 캘리 프레어스헬렌 헌트 분와 깊은 사랑을 나누지만 막상 함께 할 시간은 가지지 못한다 크리스마스 이브 캘리와의 로맨틱한 데이트를 채 끝내지도 못한 그에게 빨리 비행기를 타라는 호출이 울리고 둘은 연말을 기약하고 헤어지게 된다  캘리가 선물해준 시계를 손에 꼭 쥐고 페덱스 전용 비행기에 올랐는데 착륙하기 직전 사고가 나고 기내는 아수라장이 된다 그의 몸을 때리는 파도 눈을 떠보니 완전 별세상이다 아름다운 해변과 무성한 나무 높은 암벽 아무도 살지않는 섬에 떨어진 것을 알게된 척은 그곳에서의 생존을 위해 이전의 모든 삶을 버리고 새로운 환경에 적응하며 외롭게 살아간다  하지만 캘리에 대한 사랑만을 마음 속에 간직한 채 그녀를 만날 수 있다는 희망을 잃지않는다 4년후 고립된 섬에서 1500일이나 되는 시간을 사랑으로 이겨낸 척 어느 날 떠내려온 알미늄판자 하나를 이용해 섬을 빠져나갈 방법을 고안해내고 자신이 갖고있는 모든 물건을 이용하여 뗏목을 만든다 섬에 표류한지 4년만에 거친 파도를 헤치고 탈출을 감행하는데,드라마,0
38,여인의 향기,크리스마스에 고향에 가기 위해 부활절 연휴 동안 아르바이트를 해야 하는고등학생 찰리크리스 오도넬 분은 교내 아르바이트 게시판을 보고 찾아간 집에서퇴역한 장교 프랭크 슬레이드알 파치노 분 중령과 만나게 된다사고로 시력을 잃은 슬레이드의 괴팍한 성격에 찰리는 당황하지만어쩔 수 없이 주말 동안 슬레이드 중령을 돌보기로 약속한다하지만 그날 밤 찰리는 교내 말썽에 휘말리면서 교장으로부터 곤란한 요청을 받는다한편 조용한 주말 아르바이트를 기대했던 찰리의 생각과는 달리슬레이드 중령은 오랫동안 준비해왔던 비밀스러운 뉴욕 여행을 감행한다얼떨결에 슬레이드 중령과 함께 뉴욕에 온 찰리슬레이드는 최고급 호텔 식당 리무진 사이를 오가며 어린 찰리에게 새롭고 특별한 인생 경험을 시켜준다특히 향기로 여자의 모든 것을 알아내는 초인적인 능력을 보여주던 슬레이드 중령은식당에서 처음 만난 도나가브리엘 앤워 분에게 다가가 함께 탱고를 추자고 제안하는데,드라마,0
39,집으로...,도시에 사는 7살 개구쟁이 상우가 외할머니가 혼자 살고 계신 시골집에 머물게 된다말도 못하고 글도 못 읽는 외할머니와의 시골살이상우 인생 최초의 시련은 과연 최고의 추억이 될 수 있을까,드라마,0
40,굿바이 마이 프랜드,왕성한 호기심에 제법 의협심까지 갖춘 에릭Erik 브래드 렌프로 분은 이혼한 엄마와 살며 불치병에 걸린 옆집 소년 덱스터Dexter 조셉 마젤로 분의 친구다 덱스터는 어린 아이 때 수혈에 의해 에이즈에 감염됐다 그리고 그 병은 아직까지 치료약을 발견하지 못했고 운명은 그리 많이 남아있지는 않다 아직 여리지만 늙은 할아버지처럼 죽음에 대한 커다란 공포를 갖고 있진 않다  처음 불치병에 걸린 옆집 소년에 대한 호기심으로 담장을 넘은 에릭은 어느덧 덱스터의 친구가 되어버렸다 덱스터의 엄마는 자신의 엄마처럼 이혼 후의 스트레스에 시달리지도 않고 저녁식사 초대를 해주기도 한다 어느날 말썽쟁이 에릭은 비디오를 통해 뉴올리언즈의 한 의사가 발명했다는 덱스트 병의 치료약을 알게 된다 이 약을 얻기 위해 뗏목을 타고 모험이 거듭되는 뉴올리언즈행 가출을 감행한 에릭과 덱스터  하지만 병약한 덱스터는 점점 몸이 안좋아지고 결국 에릭과 덱스터는 엄마들의 품으로 돌아온다 그러나 병원에 입원한 덱스터와 에릭은 여전히 장난을 멈추지 않는다 그들이 새로 개발한 게임은 덱스터가 죽은 척 한 뒤 어른들을 놀래키는 것이다 그러다 어느날 장난처럼 세상을 떠나버리는 덱스터 혼자 남은 에릭은 진정 그를 보호해주고 돌보아주었던 것은 덱스터였음을 깨닫는다,드라마,0
41,서유기 2 - 선리기연,lt서유기 월광보합gt의 완결편 지존보는 500년전의 세계로 와서 자하란 여자를 만나는데 이 여자는 500년 후에 백정정과 춘삼십낭의 사부가 되는 반사대사이다 자하는 바로 여래신등의 심지로 언니와 한몸이나 자신의 몽중인을 찾으러 속세로 나온다 자신의 자청보검을 뽑을 수 있는 사람이 그녀의 꿈속의 낭군 지존보는 자하가 월광보합을 갖고 있어서 어떻게든 월광보합으로 500년후의 세상으로 가서 백정정을 구하려고 한다 한편 자신의 배필감은 자신의 자청보검을 뽑을 수 있다고 믿고 있던 자하는 지존보가 자청보검을 뽑는 것을 보고 자신의 낭군으로 점찍어 놓는다 한편 지존보는 자하에게서 월광보합을 얻으려고 사랑한다고 거짓말을 한다 그러나 지존보에게 사랑하는 여자가 있다는 걸 안 자하는 떠나고 다시 사부님을 만난 지존보는 사제들과 함께 우마왕에게 잡힌다 우마왕은 지존보를 자신의 여동생인 향향과 혼인시키려 하고 자신이 생명을 구해줬던 자하를 자신의 첩으로 만드려고 한다 몰래 도망을 친 지존보는 거미줄동굴로 가 백정정을 만난다 그는 500년후의 세상으로 돌아갈 필요가 없게되자 당장 그녀와 혼인을 하려한다 하지만 그의 마음은 이미 자하에게로 기울어져 있었으니 이런 지존보의 마음을 안 백정정은 그의 곁을 떠나고 지존보는 관세음보살을 찾아가 손오공이 되겠다고 말하며 절대로 여자를 사랑하지 않겠다고 맹세한다 그리고 저팔계와 사오정과 함께 당삼장을 구하러 우마왕의 성에 가서 결전을 벌이고 자하도 구해낸다 지존보의 사랑을 확인하는 자하 그녀는 일 대 혈전속에서 위기에 처한 손오공을 구하다가 우마왕의 칼에 맞아죽고 우마왕은 손오공의 손에 죽는다 이때 성이 무너지려하자 손오공 일행은 월광보합으로 500년후의 세상으로 온다 이때의 세상은 요괴가 사라지고 태평스러운 세상이다 손오공 일행은 길을 떠나면서 지존보와 자하가 다시 만나서 서로 사랑을 확인하는 장면을 보게 된다,코미디,11
42,주토피아,누구나 살고 싶은 도시 1위 주토피아연쇄 실종 사건 발생미치도록 잡고 싶었다 교양 있고 세련된 라이프 스타일을 주도하는 도시 주토피아이 곳을 단숨에 혼란에 빠트린 연쇄 실종사건이 발생한다 주토피아 최초의 토끼 경찰관 주디 홉스는 48시간 안에 사건 해결을 지시 받자 뻔뻔한 사기꾼 여우 닉 와일드에게 협동 수사를 제안하는데  스릴 넘치는 추격전의 신세계가 열린다,애니메이션,5
43,두 교황,자진 사임으로 바티칸을 뒤흔든 교황 베네딕토 16세와 그 뒤를 이은 교황 프란치스코의 실화를 담은 이야기,드라마,0
44,굿 윌 헌팅,수학 법학 역사학 등 모든 분야에 재능이 있는 윌맷 데이먼은천재적인 두뇌를 가지고 있지만 어린 시절 받은 상처로 인해세상에 마음을 열지 못하는 불우한 반항아 절친인 처키벤 애플렉와 어울리던윌의 재능을 알아본 MIT 수학과 램보 교수는 대학 동기인 심리학 교수 숀로빈 윌리엄스에게 그를 부탁하게 되고거칠기만 하던 윌은 숀과 함께 시간을 보낼수록 상처를 위로 받으며 조금씩 변화하기 시작하는데,드라마,0
45,클레멘타인,미국 LA 세계태권도챔피언 결승전이 펼쳐지고있는 현장 한국 최고의 파이터 승현준 리이동준과 미국의 자존심 잭밀러스티븐 시걸의 불꽃 튀는 대결이 한창이다 지존의 자리를 놓고 펼쳐지는 화려한 태권도 기술 하지만 누가 봐도 승현의 경쾌한 몸놀림에 이은 빠른 공격이 한 수 위 그런데 이게 어찌된 일인가 승현의 멋진 공격들이 잭밀러의 급소에 정확하게 들어갔음에도 불구하고 점수는 오르지 않는다 미국 측의 농간으로 처음부터 우승은 잭밀러의 몫이었던 것  태권도 챔피언을 강탈당한 날 애인 민서김혜리와도 엇갈린 길을 걷게 된 승현 그렇게 꼬인 시간은 계속 꼬이고 꼬여 7년이 흐른다 그래도 꿋꿋한 승현은 나름대로 삶에 적응하며 살아간다 성질 더럽고 앞뒤 안 가리는 양아치이긴 하지만 형사라는 직업도 있고 예쁜 딸 사랑은서우과의 단란한 생활도 있다 황종철기주봉 패거리만 만나지 않았다면 그나마 잘 살았을지도 모른다 하지만 이왕 꼬인 운명 어쩔 것인가 황종철 패를 잘못 건드린 승현은 형사를 그만두게 되고 생계와 딸의 안전을 위해 황종철의 싸움개 노릇을 해야만 하는 상황에 놓이게 된다 불법 이종격투기를 통해 돈을 버는 황종철에게 승현은 최고의 물건이었던 것  대책 없는 아빠에게 딸 노릇 와이프 노릇 엄마 노릇을 하고 있는 당찬 꼬마 사랑은 마트에서 우연히 민서를 만난다 둘은 서로 끌리는 마음에 친구를 먹기로 하고 가끔 만나 쇼핑을 즐긴다 섹시하고 지적인 민서의 직업은 나름대로 능력 있는 검사 하지만 타고난 성깔 탓에 법보다 주먹이 앞선다 그녀는 사랑을 만나면서 옛 기억이 되살아나는 것에 이상함을 느끼지만 어리면서도 어른스러운 사랑을 좋아하게 된다 그러다 사랑이 승현과의 사이에서 태어난 자신의 딸임을 알게 되고  불법 이종격투기에 맛을 들인 황종철은 미국의 프로모터를 통해 승현과 잭밀러의 한 판을 제안 받는다 이런 큰 건을 놓칠리 없는 황종철 하지만 승현은 더 이상 의미 없는 싸움이 싫다 설득이 안 통하자 황종철은 미국 측과 짜고 승현의 딸 사랑을 납치하기에 이른다 어쩔 수 없이 딸을 구출하기 위해 미국으로 향하는 승현 사랑이 납치된 소식은 민서에게도 전해진다 엽기폭력여검사 열 받았으니 주모자는 쌍코피 감 당장 미국행 비행기에 오르는 민서  미국에서 기다리는 것은 과거의 잘못된 승부를 청산하려는 잭밀러와 오로지 딸을 위해 싸움에 나선 승현의 목숨을 건 한 판 하지만 딸 사랑이가 잡혀있는 상황에서 승현이 어떤 승부를 할지는 아무도 모른다,액션,3
